"21215","*****Dummy_Data_For_21215*****","372","2022-12-25","52.00"
"21216","*****Dummy_Data_For_21216*****","895","2022-01-31","54.50"
"21217","*****Dummy_Data_For_21217*****","59","2022-02-25","62.50"
"21218","*****Dummy_Data_For_21218*****","617","2022-03-30","55.00"
"21219","*****Dummy_Data_For_21219*****","943","2022-04-10","51.00"
"21220","*****Dummy_Data_For_21220*****","425","2022-05-12","62.50"
"21221","*****Dummy_Data_For_21221*****","47","2022-06-22","56.50"
"21222","*****Dummy_Data_For_21222*****","58","2022-07-30","60.50"
"21223","*****Dummy_Data_For_21223*****","471","2022-08-31","57.50"
"21224","*****Dummy_Data_For_21224*****","58","2022-09-30","50.50"
"21225","*****Dummy_Data_For_21225*****","887","2022-10-10","55.00"
"21226","*****Dummy_Data_For_21226*****","783","2022-11-11","55.50"
"21227","*****Dummy_Data_For_21227*****","962","2022-12-25","50.50"
"21228","*****Dummy_Data_For_21228*****","460","2022-01-31","61.00"
"21229","*****Dummy_Data_For_21229*****","64","2022-02-25","60.50"
"21230","*****Dummy_Data_For_21230*****","123","2022-03-30","55.00"
"21231","*****Dummy_Data_For_21231*****","58","2022-04-10","58.50"
"21232","*****Dummy_Data_For_21232*****","940","2022-05-12","55.50"
"21233","*****Dummy_Data_For_21233*****","336","2022-06-22","54.50"
"21234","*****Dummy_Data_For_21234*****","16","2022-07-30","55.50"
"21235","*****Dummy_Data_For_21235*****","788","2022-08-31","58.00"
"22101","*****Dummy_Data_For_22101*****","424","2022-09-30","34.50"
"22102","*****Dummy_Data_For_22102*****","986","2022-10-10","40.50"
"22103","*****Dummy_Data_For_22103*****","878","2022-11-11","40.00"
"22104","*****Dummy_Data_For_22104*****","434","2022-12-25","30.50"
"22105","*****Dummy_Data_For_22105*****","478","2022-01-31","42.00"
"22106","*****Dummy_Data_For_22106*****","178","2022-02-25","25.50"
"22107","*****Dummy_Data_For_22107*****","523","2022-03-30","40.00"
"22108","*****Dummy_Data_For_22108*****","590","2022-04-10","38.50"
"22109","*****Dummy_Data_For_22109*****","657","2022-05-12","33.00"
"22110","*****Dummy_Data_For_22110*****","875","2022-06-22","33.50"
"22111","*****Dummy_Data_For_22111*****","742","2022-07-30","40.00"
"22112","*****Dummy_Data_For_22112*****","251","2022-08-31","32.00"
"22113","*****Dummy_Data_For_22113*****","274","2022-09-30","26.50"
"22114","*****Dummy_Data_For_22114*****","235","2022-10-10","45.00"
"22115","*****Dummy_Data_For_22115*****","333","2022-11-11","36.50"
"22116","*****Dummy_Data_For_22116*****","968","2022-12-25","43.00"
"22117","*****Dummy_Data_For_22117*****","879","2022-01-31","32.50"
"22118","*****Dummy_Data_For_22118*****","383","2022-02-25","38.50"
"22119","*****Dummy_Data_For_22119*****","849","2022-03-30","47.00"
"22120","*****Dummy_Data_For_22120*****","46","2022-04-10","41.50"
"22121","*****Dummy_Data_For_22121*****","604","2022-05-12","25.50"
"22122","*****Dummy_Data_For_22122*****","417","2022-06-22","46.50"
"22123","*****Dummy_Data_For_22123*****","858","2022-07-30","27.00"
"22124","*****Dummy_Data_For_22124*****","872","2022-08-31","46.50"
"22125","*****Dummy_Data_For_22125*****","1000","2022-09-30","33.50"
"22126","*****Dummy_Data_For_22126*****","706","2022-10-10","31.00"
"22127","*****Dummy_Data_For_22127*****","940","2022-11-11","27.00"
"22128","*****Dummy_Data_For_22128*****","768","2022-12-25","30.00"
"22129","*****Dummy_Data_For_22129*****","524","2022-01-31","33.00"
"22130","*****Dummy_Data_For_22130*****","20","2022-02-25","36.00"
"22201","*****Dummy_Data_For_22201*****","236","2022-03-30","40.50"
"22202","*****Dummy_Data_For_22202*****","0","2022-04-10","61.50"
"22203","*****Dummy_Data_For_22203*****","233","2022-05-12","52.00"
"22204","*****Dummy_Data_For_22204*****","398","2022-06-22","49.50"
"22205","*****Dummy_Data_For_22205*****","496","2022-07-30","44.50"
"22206","*****Dummy_Data_For_22206*****","280","2022-08-31","44.50"
"22207","*****Dummy_Data_For_22207*****","883","2022-09-30","54.50"
"22208","*****Dummy_Data_For_22208*****","3","2022-10-10","53.00"
"22209","*****Dummy_Data_For_22209*****","353","2022-11-11","59.00"
"22210","*****Dummy_Data_For_22210*****","825","2022-12-25","55.50"
"31101","*****Dummy_Data_For_31101*****","481","2022-01-31","34.00"
"32101","*****Dummy_Data_For_32101*****","787","2022-02-25","46.50"
"33101","*****Dummy_Data_For_33101*****","390","2022-03-30","47.00"
"33102","*****Dummy_Data_For_33102*****","771","2022-04-10","26.00"
"33103","*****Dummy_Data_For_33103*****","597","2022-05-12","50.50"
"34101","*****Dummy_Data_For_34101*****","321","2022-06-22","45.50"
"34102","*****Dummy_Data_For_34102*****","998","2022-07-30","42.50"
"34103","*****Dummy_Data_For_34103*****","665","2022-08-31","45.50"
"34104","*****Dummy_Data_For_34104*****","295","2022-09-30","51.00"
"34105","*****Dummy_Data_For_34105*****","306","2022-10-10","61.00"
"34106","*****Dummy_Data_For_34106*****","973","2022-11-11","50.50"
"34107","*****Dummy_Data_For_34107*****","900","2022-12-25","39.00"
"34108","*****Dummy_Data_For_34108*****","308","2022-01-31","55.00"
"34109","*****Dummy_Data_For_34109*****","350","2022-02-25","39.50"
"34110","*****Dummy_Data_For_34110*****","191","2022-03-30","56.50"
"34111","*****Dummy_Data_For_34111*****","318","2022-04-10","61.50"
"34112","*****Dummy_Data_For_34112*****","19","2022-05-12","45.00"
"34113","*****Dummy_Data_For_34113*****","748","2022-06-22","48.50"
"34114","*****Dummy_Data_For_34114*****","656","2022-07-30","40.50"
"34115","*****Dummy_Data_For_34115*****","579","2022-08-31","50.50"
"34116","*****Dummy_Data_For_34116*****","548","2022-09-30","45.50"
"34117","*****Dummy_Data_For_34117*****","825","2022-10-10","44.50"
"34118","*****Dummy_Data_For_34118*****","281","2022-11-11","38.50"
"34119","*****Dummy_Data_For_34119*****","693","2022-12-25","61.50"
"34120","*****Dummy_Data_For_34120*****","980","2022-01-31","53.50"
"34121","*****Dummy_Data_For_34121*****","504","2022-02-25","62.00"
"34122","*****Dummy_Data_For_34122*****","640","2022-03-30","54.00"
"34123","*****Dummy_Data_For_34123*****","736","2022-04-10","45.00"
"34124","*****Dummy_Data_For_34124*****","75","2022-05-12","38.50"
"34125","*****Dummy_Data_For_34125*****","402","2022-06-22","42.50"
"34126","*****Dummy_Data_For_34126*****","115","2022-07-30","58.50"
"34127","*****Dummy_Data_For_34127*****","827","2022-08-31","46.00"
"34128","*****Dummy_Data_For_34128*****","99","2022-09-30","52.50"
"34129","*****Dummy_Data_For_34129*****","525","2022-10-10","42.00"
"34130","*****Dummy_Data_For_34130*****","901","2022-11-11","38.50"
"34131","*****Dummy_Data_For_34131*****","566","2022-12-25","43.00"
"34132","*****Dummy_Data_For_34132*****","492","2022-01-31","57.00"
"34133","*****Dummy_Data_For_34133*****","835","2022-02-25","62.00"
"34134","*****Dummy_Data_For_34134*****","617","2022-03-30","57.00"
"34135","*****Dummy_Data_For_34135*****","211","2022-04-10","43.50"
"35101","*****Dummy_Data_For_35101*****","90","2022-05-12","40.50"
"35102","*****Dummy_Data_For_35102*****","70","2022-06-22","44.00"
"35103","*****Dummy_Data_For_35103*****","597","2022-07-30","43.50"
"35104","*****Dummy_Data_For_35104*****","561","2022-08-31","40.50"
"35105","*****Dummy_Data_For_35105*****","584","2022-09-30","43.00"
"35201","*****Dummy_Data_For_35201*****","271","2022-10-10","61.00"
"35202","*****Dummy_Data_For_35202*****","863","2022-11-11","53.50"
"35203","*****Dummy_Data_For_35203*****","947","2022-12-25","52.50"
"35204","*****Dummy_Data_For_35204*****","703","2022-01-31","62.50"
"35205","*****Dummy_Data_For_35205*****","467","2022-02-25","53.00"
"36101","*****Dummy_Data_For_36101*****","350","2022-03-30","26.00"
"36102","*****Dummy_Data_For_36102*****","896","2022-04-10","31.50"
"36103","*****Dummy_Data_For_36103*****","126","2022-05-12","25.00"
"36104","*****Dummy_Data_For_36104*****","816","2022-06-22","30.50"
"36105","*****Dummy_Data_For_36105*****","645","2022-07-30","30.50"
"36106","*****Dummy_Data_For_36106*****","786","2022-08-31","28.50"
"36107","*****Dummy_Data_For_36107*****","522","2022-09-30","29.50"
"36108","*****Dummy_Data_For_36108*****","488","2022-10-10","27.00"
"36109","*****Dummy_Data_For_36109*****","198","2022-11-11","25.00"
"36110","*****Dummy_Data_For_36110*****","686","2022-12-25","30.50"
"36111","*****Dummy_Data_For_36111*****","978","2022-01-31","27.00"
"36112","*****Dummy_Data_For_36112*****","177","2022-02-25","29.00"
"36113","*****Dummy_Data_For_36113*****","281","2022-03-30","29.50"
"36114","*****Dummy_Data_For_36114*****","787","2022-04-10","28.50"
"36115","*****Dummy_Data_For_36115*****","15","2022-05-12","29.00"
"37101","*****Dummy_Data_For_37101*****","467","2022-06-22","28.00"
"37102","*****Dummy_Data_For_37102*****","761","2022-07-30","29.50"
"37103","*****Dummy_Data_For_37103*****","742","2022-08-31","30.00"
"37104","*****Dummy_Data_For_37104*****","501","2022-09-30","27.00"
"37105","*****Dummy_Data_For_37105*****","12","2022-10-10","29.50"
"38101","*****Dummy_Data_For_38101*****","49","2022-11-11","39.00"
"38102","*****Dummy_Data_For_38102*****","922","2022-12-25","39.00"
"38103","*****Dummy_Data_For_38103*****","855","2022-01-31","42.00"
"38104","*****Dummy_Data_For_38104*****","945","2022-02-25","42.00"
"38105","*****Dummy_Data_For_38105*****","991","2022-03-30","38.50"
"38106","*****Dummy_Data_For_38106*****","498","2022-04-10","42.00"
"38107","*****Dummy_Data_For_38107*****","280","2022-05-12","39.00"
"38108","*****Dummy_Data_For_38108*****","757","2022-06-22","37.50"
"38109","*****Dummy_Data_For_38109*****","267","2022-07-30","42.00"
"38110","*****Dummy_Data_For_38110*****","649","2022-08-31","41.00"
"39101","*****Dummy_Data_For_39101*****","87","2022-09-30","49.50"
"39102","*****Dummy_Data_For_39102*****","648","2022-10-10","40.50"
"39103","*****Dummy_Data_For_39103*****","399","2022-11-11","41.00"
"39104","*****Dummy_Data_For_39104*****","681","2022-12-25","44.50"
"39105","*****Dummy_Data_For_39105*****","942","2022-01-31","41.00"
"39106","*****Dummy_Data_For_39106*****","971","2022-02-25","41.50"
"39107","*****Dummy_Data_For_39107*****","605","2022-03-30","40.50"
"39108","*****Dummy_Data_For_39108*****","925","2022-04-10","41.50"
"39109","*****Dummy_Data_For_39109*****","450","2022-05-12","40.50"
"39110","*****Dummy_Data_For_39110*****","67","2022-06-22","46.00"
"39111","*****Dummy_Data_For_39111*****","770","2022-07-30","47.00"
"39112","*****Dummy_Data_For_39112*****","142","2022-08-31","46.00"
"39113","*****Dummy_Data_For_39113*****","449","2022-09-30","50.00"
"39114","*****Dummy_Data_For_39114*****","382","2022-10-10","44.00"
"39115","*****Dummy_Data_For_39115*****","90","2022-11-11","37.50"
"39116","*****Dummy_Data_For_39116*****","198","2022-12-25","40.50"
"39117","*****Dummy_Data_For_39117*****","150","2022-01-31","38.00"
"39118","*****Dummy_Data_For_39118*****","248","2022-02-25","46.00"
"39119","*****Dummy_Data_For_39119*****","422","2022-03-30","39.00"
"39120","*****Dummy_Data_For_39120*****","633","2022-04-10","37.50"
"41101","*****Dummy_Data_For_41101*****","79","-","122.00"
"41102","*****Dummy_Data_For_41102*****","596","-","92.50"
"41103","*****Dummy_Data_For_41103*****","76","-","106.50"
"41104","*****Dummy_Data_For_41104*****","511","-","90.50"
"41105","*****Dummy_Data_For_41105*****","388","-","78.00"
"41106","*****Dummy_Data_For_41106*****","332","-","120.00"
"41107","*****Dummy_Data_For_41107*****","873","-","104.00"
"41108","*****Dummy_Data_For_41108*****","679","-","101.00"
"41109","*****Dummy_Data_For_41109*****","336","-","122.50"
"41110","*****Dummy_Data_For_41110*****","744","-","105.50"
"41111","*****Dummy_Data_For_41111*****","185","-","119.50"
"41112","*****Dummy_Data_For_41112*****","138","-","117.00"
"41113","*****Dummy_Data_For_41113*****","430","-","81.00"
"41114","*****Dummy_Data_For_41114*****","248","-","103.50"
"41115","*****Dummy_Data_For_41115*****","698","-","114.50"
"41116","*****Dummy_Data_For_41116*****","445","-","89.50"
"41117","*****Dummy_Data_For_41117*****","495","-","108.50"
"41118","*****Dummy_Data_For_41118*****","916","-","110.00"
"41119","*****Dummy_Data_For_41119*****","29","-","103.00"
"41120","*****Dummy_Data_For_41120*****","388","-","122.00"
"41121","*****Dummy_Data_For_41121*****","320","-","119.50"
"41122","*****Dummy_Data_For_41122*****","73","-","88.50"
"41123","*****Dummy_Data_For_41123*****","598","-","103.00"
"41124","*****Dummy_Data_For_41124*****","816","-","84.50"
"41125","*****Dummy_Data_For_41125*****","975","-","81.50"
"41126","*****Dummy_Data_For_41126*****","920","-","112.50"
"41127","*****Dummy_Data_For_41127*****","73","-","117.50"
"41128","*****Dummy_Data_For_41128*****","184","-","95.50"
"41129","*****Dummy_Data_For_41129*****","333","-","104.00"
"41130","*****Dummy_Data_For_41130*****","793","-","110.50"
"41131","*****Dummy_Data_For_41131*****","354","-","110.50"
"41132","*****Dummy_Data_For_41132*****","555","-","91.00"
"41133","*****Dummy_Data_For_41133*****","311","-","119.50"
"41134","*****Dummy_Data_For_41134*****","481","-","117.00"
"41135","*****Dummy_Data_For_41135*****","728","-","101.00"
"41201","*****Dummy_Data_For_41201*****","372","-","174.00"
"41202","*****Dummy_Data_For_41202*****","122","-","172.00"
"41203","*****Dummy_Data_For_41203*****","626","-","204.50"
"41204","*****Dummy_Data_For_41204*****","502","-","203.00"
"41205","*****Dummy_Data_For_41205*****","643","-","177.00"
"41206","*****Dummy_Data_For_41206*****","751","-","163.00"
"41207","*****Dummy_Data_For_41207*****","863","-","228.00"
"41208","*****Dummy_Data_For_41208*****","360","-","154.50"
"41209","*****Dummy_Data_For_41209*****","408","-","196.00"
"41210","*****Dummy_Data_For_41210*****","861","-","169.00"
"41211","*****Dummy_Data_For_41211*****","375","-","131.50"
"41212","*****Dummy_Data_For_41212*****","97","-","156.00"
"41213","*****Dummy_Data_For_41213*****","931","-","229.50"
"41214","*****Dummy_Data_For_41214*****","4","-","236.50"
"41215","*****Dummy_Data_For_41215*****","915","-","166.00"
"41216","*****Dummy_Data_For_41216*****","317","-","244.00"
"41217","*****Dummy_Data_For_41217*****","284","-","133.50"
"41218","*****Dummy_Data_For_41218*****","967","-","246.50"
"41219","*****Dummy_Data_For_41219*****","70","-","126.00"
"41220","*****Dummy_Data_For_41220*****","99","-","142.00"
"41221","*****Dummy_Data_For_41221*****","373","-","185.00"
"41222","*****Dummy_Data_For_41222*****","671","-","179.00"
"41223","*****Dummy_Data_For_41223*****","563","-","197.00"
"41224","*****Dummy_Data_For_41224*****","238","-","211.50"
"41225","*****Dummy_Data_For_41225*****","762","-","133.00"
"41226","*****Dummy_Data_For_41226*****","947","-","190.50"
"41227","*****Dummy_Data_For_41227*****","273","-","140.00"
"41228","*****Dummy_Data_For_41228*****","548","-","225.50"
"41229","*****Dummy_Data_For_41229*****","84","-","247.50"
"41230","*****Dummy_Data_For_41230*****","788","-","167.00"
"41231","*****Dummy_Data_For_41231*****","569","-","136.00"
"41232","*****Dummy_Data_For_41232*****","239","-","212.50"
"41233","*****Dummy_Data_For_41233*****","600","-","194.00"
"41234","*****Dummy_Data_For_41234*****","420","-","171.50"
"41235","*****Dummy_Data_For_41235*****","926","-","212.50"
"41236","*****Dummy_Data_For_41236*****","69","-","162.00"
"41237","*****Dummy_Data_For_41237*****","463","-","147.50"
"41238","*****Dummy_Data_For_41238*****","455","-","190.00"
"41239","*****Dummy_Data_For_41239*****","752","-","165.00"
"41240","*****Dummy_Data_For_41240*****","299","-","242.50"
"41241","*****Dummy_Data_For_41241*****","224","-","156.50"
"41242","*****Dummy_Data_For_41242*****","303","-","136.00"
"41243","*****Dummy_Data_For_41243*****","120","-","159.00"
"41244","*****Dummy_Data_For_41244*****","861","-","184.50"
"41245","*****Dummy_Data_For_41245*****","861","-","170.00"
"41246","*****Dummy_Data_For_41246*****","420","-","177.50"
"41247","*****Dummy_Data_For_41247*****","260","-","178.00"
"41248","*****Dummy_Data_For_41248*****","974","-","215.00"
"41249","*****Dummy_Data_For_41249*****","19","-","189.00"
"41250","*****Dummy_Data_For_41250*****","404","-","231.50"
"41251","*****Dummy_Data_For_41251*****","311","-","228.00"
"41252","*****Dummy_Data_For_41252*****","798","-","183.00"
"41253","*****Dummy_Data_For_41253*****","415","-","201.00"
"41254","*****Dummy_Data_For_41254*****","18","-","127.00"
"41255","*****Dummy_Data_For_41255*****","179","-","244.00"
"41256","*****Dummy_Data_For_41256*****","406","-","159.50"
"41257","*****Dummy_Data_For_41257*****","913","-","227.00"
"41258","*****Dummy_Data_For_41258*****","902","-","167.50"
"41259","*****Dummy_Data_For_41259*****","332","-","141.50"
"41260","*****Dummy_Data_For_41260*****","96","-","248.50"
"42101","*****Dummy_Data_For_42101*****","600","-","479.50"
"42102","*****Dummy_Data_For_42102*****","156","-","938.50"
"42103","*****Dummy_Data_For_42103*****","310","-","780.00"
"42104","*****Dummy_Data_For_42104*****","943","-","1116.00"
"42105","*****Dummy_Data_For_42105*****","846","-","845.00"
"51106","*****Dummy_Data_For_51106*****","773","2022-01-31","497.00"
"51107","*****Dummy_Data_For_51107*****","367","2022-02-25","432.00"
"51108","*****Dummy_Data_For_51108*****","966","2022-03-30","378.50"
"51109","*****Dummy_Data_For_51109*****","43","2022-04-10","369.50"
"51110","*****Dummy_Data_For_51110*****","680","2022-05-12","453.50"
"51111","*****Dummy_Data_For_51111*****","835","2022-06-22","318.00"
"51112","*****Dummy_Data_For_51112*****","682","2022-07-30","438.50"
"51113","*****Dummy_Data_For_51113*****","746","2022-08-31","327.00"
"51114","*****Dummy_Data_For_51114*****","351","2022-09-30","257.00"
"51115","*****Dummy_Data_For_51115*****","884","2022-10-10","318.00"
"51116","*****Dummy_Data_For_51116*****","514","2022-11-11","366.50"
"51117","*****Dummy_Data_For_51117*****","214","2022-12-25","407.50"
"51118","*****Dummy_Data_For_51118*****","208","2022-01-31","402.00"
"51119","*****Dummy_Data_For_51119*****","25","2022-02-25","296.50"
"51120","*****Dummy_Data_For_51120*****","402","2022-03-30","362.50"
"51121","*****Dummy_Data_For_51121*****","146","2022-04-10","276.00"
"51122","*****Dummy_Data_For_51122*****","577","2022-01-31","381.50"
